,campus,lon,lat,total,pop,rate,state
1854,Talmudical Yeshiva of Philadelphia,-75.2480385,39.9882984,2,1209,1.65,pennsylvania
1855,Tarleton State University,-98.2159029,32.2158978,274,142673,1.92,texas
1856,Taylor University,-85.4976242,40.4568032,2,29246,0.07,indiana
1857,Teachers College at Columbia University,-73.960553,40.8103207,125,71325,1.75,new york
1858,Telshe Yeshiva-Chicago,-87.7174,41.975386,3,709,4.23,illinois
1859,Temple University,-75.1553506,39.9811932,943,488633,1.93,pennsylvania
1860,Tennessee State University,-86.8259623,36.1682397,559,124541,4.49,tennessee
1861,Tennessee Technological University,-85.5060124,36.1764653,375,144106,2.6,tennessee
1862,Tennessee Wesleyan College,-84.594427,35.445317,24,13245,1.81,tennessee
1863,Texas A & M International University,-99.434597,27.571351,113,78200,1.45,texas
2836,Texas A & M University-Central Texas,-99.9018131,31.9685988,12,4720,2.54,texas
1864,Texas A & M University-College Station,-96.3364829,30.6187199,828,679847,1.22,texas
1865,Texas A & M University-Commerce,-95.910376,33.2410476,446,135125,3.3,texas
1866,Texas A & M University-Corpus Christi,-97.3241433,27.7127448,179,127924,1.4,texas
1867,Texas A & M University-Kingsville,-97.882467,27.525159,446,118758,3.76,texas
1868,Texas A & M University-Texarkana,-94.1036158,33.4903659,8,21974,0.36,texas
1869,Texas Chiropractic College Foundation Inc,-95.1497461,29.6640368,7,5265,1.33,texas
1870,Texas Christian University,-97.362795,32.70953,372,125211,2.97,texas
1871,Texas College,-95.312516,32.374895,36,11390,3.16,texas
1872,Texas Health and Science University,-97.785194,30.233133,2,927,2.16,texas
1873,Texas Lutheran University,-97.9849039,29.5735523,118,19457,6.06,texas
1874,Texas Southern University,-95.3606121,29.7217625,1054,138413,7.61,texas
1875,Texas State University,-97.938351,29.888411,694,417459,1.66,texas
1876,Texas Tech University,-101.8782822,33.5842591,460,417444,1.1,texas
1877,Texas Tech University Health Sciences Center,-101.891768,33.5887351,53,43380,1.22,texas
1878,Texas Wesleyan University,-97.2794483,32.7332102,255,41222,6.19,texas
1879,Texas Woman's University,-97.1271034,33.2262879,161,172423,0.93,texas
1880,The Art Institute of Atlanta,-84.3553493,33.9360093,210,43502,4.83,georgia
2629,The Art Institute of Austin,-97.6751974,30.4789599,25,8086,3.09,texas
1881,The Art Institute of California-Argosy University Hollywood,-118.3752539,34.1667164,49,14758,3.32,california
2551,The Art Institute of California-Argosy University Inland Empire,-117.2708076,34.071991,7,13791,0.51,california
1882,The Art Institute of California-Argosy University Los Angeles,-118.4519316,34.0190841,77,27511,2.8,california
1883,The Art Institute of California-Argosy University Orange County,-117.9180354,33.6964184,14,20642,0.68,california
1884,The Art Institute of California-Argosy University San Diego,-117.1553385,32.7783086,14,24379,0.57,california
1885,The Art Institute of California-Argosy University San Francisco,-122.413289,37.7805179,53,16404,3.23,california
2630,The Art Institute of California-Argosy University-Silicon Valley,-121.9999242,37.3732937,1,3493,0.29,california
1886,The Art Institute of Charlotte,-80.9274711,35.181876,68,13495,5.04,north carolina
1887,The Art Institute of Cincinnati-AIC College of Design,-84.4511388,39.2857013,4,726,5.51,ohio
1888,The Art Institute of Colorado,-104.9857888,39.7355804,70,31593,2.22,colorado
1889,The Art Institute of Fort Lauderdale,-80.1234659,26.1010797,80,41031,1.95,florida
1890,The Art Institute of Houston,-95.4456318,29.7302379,75,27274,2.75,texas
2503,The Art Institute of Indianapolis,-86.2210583,39.9201152,23,5333,4.31,indiana
1891,The Art Institute of Las Vegas,-115.0903077,36.0245098,14,13845,1.01,nevada
2463,The Art Institute of Ohio-Cincinnati,-84.3178525,39.2887466,32,6202,5.16,ohio
1892,The Art Institute of Philadelphia,-75.1680976,39.9511064,135,44297,3.05,pennsylvania
1893,The Art Institute of Phoenix,-112.1074104,33.5667827,52,16001,3.25,arizona
1894,The Art Institute of Pittsburgh,-79.9996021,40.4371815,325,53836,6.04,pennsylvania
1895,The Art Institute of Portland,-122.6827061,45.5241192,29,21196,1.37,oregon
2631,The Art Institute of Raleigh-Durham,-78.9054343,35.9918074,3,4089,0.73,north carolina
2554,The Art Institute of Salt Lake City,-111.8938314,40.534109,6,3075,1.95,utah
2749,The Art Institute of San Antonio,-98.5655379,29.5328352,1,3710,0.27,texas
1896,The Art Institute of Seattle,-122.3491182,47.6122336,92,30416,3.02,washington
2837,The Art Institute of St Louis,-90.4945581,38.7659602,9,870,10.34,missouri
2432,The Art Institute of Tucson,-110.884763,32.251534,7,3152,2.22,arizona
1897,The Art Institute of Washington,-77.0727745,38.8958239,9,19395,0.46,district of columbia
2751,The Art Institute of Wisconsin,-87.9063946,43.0342974,4,1763,2.27,wisconsin
1898,The Art Institutes International-Minnesota,-93.2766347,44.9757651,9,20620,0.44,minnesota
1899,The Art Institutes of York-PA,-76.659038,39.994466,19,7657,2.48,pennsylvania
1900,The Baptist College of Florida,-85.5046179,30.9626164,27,8200,3.29,florida
1901,The Boston Conservatory,-71.0900107,42.3462021,7,8833,0.79,massachusetts
1902,The California Maritime Academy,-122.2306447,38.069706,156,11830,13.19,calli
1903,The Chicago School of Professional Psychology at Chicago,-87.6337102,41.8881532,25,21441,1.17,illinois
1904,The Christ College of Nursing and Health Sciences,-84.5094933,39.1216311,20,3539,5.65,ohio
1905,The College of Idaho,-116.676876,43.653597,160,13124,12.19,idaho
1906,The College of New Jersey,-74.7774394,40.2691421,330,98398,3.35,new jersey
1907,The College of New Rochelle,-73.7811969,40.9016643,35,78499,0.45,new york
1908,The College of Saint Rose,-73.7856653,42.6640994,238,67833,3.51,new york
1909,The College of Saint Scholastica,-92.1050727,46.8152676,99,48152,2.06,minnesota
1910,The College of Westchester,-73.78441,41.0336475,5,15560,0.32,new york
1911,The College of Wooster,-81.9336187,40.8110501,176,26816,6.56,ohio
1912,The Creative Center,-96.0827307,41.2910454,8,1576,5.08,nebraska
1914,The Evergreen State College,-122.9766427,47.0718574,316,63196,5,washington
1915,The General Theological Seminary,-74.0039926,40.7458439,14,1798,7.79,new york
1916,The Illinois Institute of Art-Chicago,-87.6381873,41.8883034,88,34933,2.52,illinois
1917,The Illinois Institute of Art-Schaumburg,-88.0439964,42.0482211,22,16834,1.31,illinois
1918,The John Marshall Law School,-87.6284494,41.8777724,3,21433,0.14,illinois
1919,The Juilliard School,-73.9828286,40.7737587,145,14027,10.34,new york
1920,The Lincoln University,-75.927453,39.808079,204,30626,6.66,pennsylvania
1921,The Master's College and Seminary,-118.5194272,34.3824353,58,21030,2.76,california
1922,The New England Conservatory of Music,-71.0864353,42.3408699,96,10188,9.42,massachusetts
1923,The New England Institute of Art,-71.1170392,42.3322364,60,17092,3.51,massachusetts
1924,The New School,-73.9971588,40.7355199,34,133891,0.25,new york
1925,The Restaurant School at Walnut Hill College,-75.2074417,39.9551353,15,7113,2.11,pennsylvania
2525,The Robert B Miller College,-85.17716,42.3348958,1,2178,0.46,michigan
1926,The Sage Colleges,-73.6942227,42.7272517,61,21720,2.81,new york
1928,The University of Alabama,-87.5391418,33.2140233,1122,372897,3.01,alabama
1929,The University of Findlay,-83.6514235,41.0537471,267,69308,3.85,ohio
1930,The University of Montana,-113.9852081,46.8600672,249,197526,1.26,montana
1931,The University of Montana-Western,-112.64119,45.2081146,28,17564,1.59,montana
1932,The University of Tampa,-82.4671717,27.9474881,613,80935,7.57,florida
1933,The University of Tennessee-Chattanooga,-85.295563,35.0465321,761,138948,5.48,tennessee
1934,The University of Tennessee-Knoxville,-83.9294564,35.9544013,676,407514,1.66,tennessee
1935,The University of Tennessee-Martin,-88.8648062,36.3417954,137,98420,1.39,tennessee
1936,The University of Texas at Arlington,-97.1140881,32.7311482,686,396314,1.73,texas
1937,The University of Texas at Austin,-97.7340567,30.2849185,1002,713087,1.41,texas
1938,The University of Texas at Brownsville,-97.4921858,25.8995869,136,190081,0.72,texas
1939,The University of Texas at Dallas,-96.7500993,32.9857619,272,227755,1.19,texas
1940,The University of Texas at El Paso,-106.5046216,31.7708544,513,285222,1.8,texas
1941,The University of Texas at San Antonio,-98.6207675,29.5830244,319,383305,0.83,texas
1942,The University of Texas at Tyler,-95.2414624,32.311834,135,83757,1.61,texas
1943,The University of Texas Health Science Center at Houston,-95.4028678,29.7029331,121,55038,2.2,texas
1944,The University of Texas Health Science Center at San Antonio,-98.5756525,29.5078202,75,41910,1.79,texas
1945,The University of Texas MD Anderson Cancer Center,-95.3966904,29.7071962,168,2470,68.02,texas
1946,The University of Texas Medical Branch,-94.7775825,29.3112504,88,34334,2.56,texas
1947,The University of Texas of the Permian Basin,-102.3234586,31.8884241,88,51499,1.71,texas
1948,The University of Texas-Pan American,-98.1745111,26.3050556,200,246815,0.81,texas
1949,The University of the Arts,-75.165566,39.945974,99,31023,3.19,pennsylvania
1950,The University of Virginia's College at Wise,-82.560716,36.970591,32,27380,1.17,virginia
1951,The University of West Florida,-87.2185178,30.5491507,240,150073,1.6,florida
1952,The Wright Institute,-122.2530919,37.8681446,2,5093,0.39,california
1953,Thiel College,-80.3839179,41.4119742,37,15051,2.46,pennsylvania
1954,Thomas Aquinas College,-119.0887955,34.4293241,9,4876,1.85,california
1955,Thomas College,-69.6635795,44.5248638,81,14354,5.64,maine
1956,Thomas Edison State College,-74.768303,40.220262,8,217153,0.04,new jersey
1957,Thomas Jefferson School of Law,-117.1543204,32.710317,26,11770,2.21,california
1958,Thomas Jefferson University,-75.155896,39.948555,78,42476,1.84,pennsylvania
1959,Thomas More College,-84.5680762,39.0216667,147,22907,6.42,kentucky
1960,Thomas More College of Liberal Arts,-71.4843613,42.8066286,11,926,11.88,new hampshire
1961,Thomas University,-83.9664593,30.8159882,9,12397,0.73,georgia
1962,Thunderbird School of Global Management,-112.1809319,33.6208397,108,17328,6.23,arizona
1963,Tiffin University,-83.1845635,41.1184446,172,45844,3.75,ohio
1964,Toccoa Falls College,-83.3562681,34.5943591,16,12141,1.32,georgia
1966,Tougaloo College,-90.1607274,32.4048131,134,12839,10.44,mississippi
1967,Touro College,-73.9906533,40.7422475,63,231158,0.27,new york
2753,Touro University California,-122.2638822,38.0854301,10,5525,1.81,california
2754,Touro University Nevada,-115.0240412,36.043217,1,5177,0.19,nevada
1968,Towson University,-76.6091894,39.3937961,614,278342,2.21,maryland
1969,Transylvania University,-84.4936217,38.0521497,117,15383,7.61,kentucky
1970,Trevecca Nazarene University,-86.7532513,36.141863,54,31545,1.71,tennessee
1971,Tri-State College of Acupuncture,-74.002035,40.739869,1,1836,0.54,new york
1972,Trine University,-85.0078726,41.6323886,111,21968,5.05,indiana
1973,Trine University-Regional/Non-Traditional Campuses,-85.0078726,41.6323886,2,3559,0.56,indiana
1974,Trinity Baptist College,-81.7964312,30.3070492,12,4856,2.47,florida
1975,Trinity Bible College,-98.5182677,46.0005465,9,3516,2.56,north dakota
1976,Trinity Christian College,-87.7841447,41.6686186,23,18532,1.24,illinois
1977,Trinity College,-72.6905035,41.7470945,482,31263,15.42,connecticut
1979,Trinity College of Nursing & Health Sciences,-90.5688858,41.4849747,29,2829,10.25,illinois
1981,Trinity International University-Florida,-80.256636,26.0998375,3,4532,0.66,florida
1982,Trinity International University-Illinois,-87.88075,42.1982366,142,35418,4.01,illinois
1983,Trinity Lutheran College,-122.2075701,47.9803903,29,1820,15.93,washington
1984,Trinity Lutheran Seminary,-82.940406,39.956559,52,2218,23.44,ohio
1985,Trinity University,-98.4830916,29.4625349,403,36284,11.11,texas
1986,Trocaire College,-78.8125247,42.8468361,1,16487,0.06,new york
1987,Troy University,-85.9572283,31.8018895,315,326707,0.96,alabama
1988,Truett-McConnell College,-83.7483104,34.5960323,6,12368,0.49,georgia
1989,Truman Medical Center School of Nurse Anesthesia,-94.5752502,39.0844507,6,336,17.86,missouri
1990,Truman State University,-92.5819458,40.1876254,151,83885,1.8,missouri
1991,Tufts University,-71.1190232,42.4074843,735,141040,5.21,massachusetts
1992,Tulane University of Louisiana,-90.1207279,29.9403477,977,155160,6.3,louisiana
1993,Turtle Mountain Community College,-99.7502671,48.8839028,78,10878,7.17,north dakota
1994,Tusculum College,-82.7607956,36.1723296,267,31294,8.53,tennessee
1995,Tuskegee University,-85.7072853,32.430678,731,38652,18.91,alabama
1996,Unification Theological Seminary,-73.9245925,42.0026061,1,1826,0.55,new york
1997,Union College,-73.9322622,42.8181817,661,61569,10.74,new york
2526,Union Graduate College,-73.9322622,42.8181817,197,4128,47.72,new york
1998,Union Institute & University,-84.500025,39.126963,10,27511,0.36,ohio
1999,Union Presbyterian Seminary,-77.4492905,37.5789301,91,4323,21.05,virginia
2000,Union Theological Seminary in the City of New York,-73.9618493,40.8114587,6,3207,1.87,new york
2001,Union University,-88.858757,35.676598,89,43160,2.06,tennessee
2002,United States Merchant Marine Academy,-73.7625503,40.8129628,165,13438,12.28,new york
2004,United Talmudical Seminary,-73.9624351,40.6995568,1,21506,0.05,new york
2005,United Theological Seminary,-84.2769719,39.8138492,15,5301,2.83,ohio
2006,United Theological Seminary of the Twin Cities,-93.2259262,45.0582132,10,2155,4.64,minnesota
2007,United Tribes Technical College,-100.760721,46.768766,94,6903,13.62,north dakota
2756,Unitek College,-121.961781,37.509105,5,3260,1.53,california
2008,Unity College,-69.3341406,44.6032057,29,7590,3.82,maine
2009,University at Buffalo,-78.7889697,43.0008093,1622,393470,4.12,new york
2010,University of Advancing Technology,-111.9759985,33.3777095,22,14234,1.55,arizona
2011,University of Akron Main Campus,-81.5113386,41.076655,478,334060,1.43,ohio
2012,University of Alabama at Birmingham,-86.8059187,33.5008055,391,236109,1.66,alabama
2013,University of Alabama in Huntsville,-86.6396956,34.726523,319,102040,3.13,alabama
2014,University of Alaska Anchorage,-149.82643,61.18954,177,235007,0.75,alaska
2015,University of Alaska Fairbanks,-147.8364611,64.8575556,232,121706,1.91,alaska
2016,University of Alaska Southeast,-134.640283,58.384955,28,44626,0.63,alaska
2017,University of Antelope Valley,-118.1348613,34.6837863,3,7680,0.39,california
2018,University of Arizona,-110.9501094,32.2318851,1108,535893,2.07,arizona
2019,University of Arkansas,-94.1736551,36.0678324,799,279578,2.86,arkansas
2020,University of Arkansas at Little Rock,-92.3393046,34.7222984,311,170543,1.82,arkansas
2021,University of Arkansas at Monticello,-91.8132323,33.5903826,70,45987,1.52,arkansas
2022,University of Arkansas at Pine Bluff,-92.0186329,34.2403308,289,41146,7.02,arkansas
2023,University of Arkansas for Medical Sciences,-92.3206356,34.7483781,156,35295,4.42,arkansas
2024,University of Arkansas-Fort Smith,-94.3743045,35.382099,119,95963,1.24,arkansas
2025,University of Baltimore,-76.6168857,39.3061515,91,79190,1.15,maryland
2026,University of Bridgeport,-73.1901534,41.1646751,227,60466,3.75,connecticut
2027,University of California-Berkeley,-122.2585399,37.8718992,1723,486400,3.54,california
2028,University of California-Davis,-121.7617125,38.5382322,2046,428338,4.78,california
2029,University of California-Hastings College of Law,-122.415848,37.7811559,143,17357,8.24,california
2030,University of California-Irvine,-117.8442962,33.6404952,1336,365128,3.66,california
2031,University of California-Los Angeles,-118.4451811,34.068921,2584,534609,4.83,california
2505,University of California-Merced,-120.4244095,37.3648025,39,37969,1.03,california
2032,University of California-Riverside,-117.3280644,33.9737055,1005,258154,3.89,california
2033,University of California-San Diego,-117.2340135,32.8800604,1345,374668,3.59,california
2034,University of California-San Francisco,-122.4575489,37.7631333,359,43004,8.35,california
2035,University of California-Santa Barbara,-119.848947,34.4139629,794,302137,2.63,california
2036,University of California-Santa Cruz,-122.0608718,36.9913856,740,224047,3.3,california
2037,University of Central Arkansas,-92.4548131,35.0805994,486,154650,3.14,arkansas
2038,University of Central Florida,-81.2000599,28.6024274,981,696301,1.41,florida
2039,University of Central Missouri,-93.7383705,38.758081,668,156782,4.26,missouri
2040,University of Central Oklahoma,-97.471463,35.654866,248,223910,1.11,oklahoma
2041,University of Charleston,-81.6165232,38.3328289,74,18918,3.91,west virginia
2042,University of Chicago,-87.5987133,41.7886079,586,202171,2.9,illinois
2043,University of Cincinnati-Blue Ash College,-84.3998629,39.2329891,13,63901,0.2,ohio
2044,University of Cincinnati-Clermont College,-84.1955973,39.0797116,116,43973,2.64,ohio
2045,University of Cincinnati-Main Campus,-84.5149504,39.1329219,1104,422816,2.61,ohio
2046,University of Colorado Boulder,-105.2659417,40.007581,1584,448441,3.53,colorado
2047,University of Colorado Colorado Springs,-104.7994959,38.8922437,156,133439,1.17,colorado
2048,University of Colorado Denver,-104.9998193,39.7468033,712,284156,2.51,colorado
2049,University of Connecticut,-72.2539805,41.8077414,1165,335087,3.48,connecticut
2050,University of Dallas,-96.9193536,32.8455625,37,40934,0.9,texas
2051,University of Dayton,-84.1816922,39.739795,837,150033,5.58,ohio
2052,University of Delaware,-75.7506114,39.6779504,805,297307,2.71,delaware
2053,University of Denver,-104.9618965,39.6766174,899,152015,5.91,colorado
2054,University of Detroit Mercy,-83.140294,42.4170914,307,76876,3.99,michigan
2055,University of Dubuque,-90.694911,42.4957207,113,22672,4.98,iowa
2527,University of East-West Medicine,-121.9969014,37.3864699,2,1499,1.33,california
2056,University of Evansville,-87.5316879,37.9715703,183,37949,4.82,indiana
2057,University of Florida,-82.3549302,29.6436325,769,692900,1.11,florida
2058,University of Georgia,-83.3773221,33.9480053,851,476801,1.78,georgia
2059,University of Great Falls,-111.270432,47.4901619,21,12407,1.69,montana
2060,University of Hartford,-72.7138051,41.7986012,920,99505,9.25,connecticut
2061,University of Hawaii at Hilo,-155.0807536,19.6995703,150,51132,2.93,hawaii
2062,University of Hawaii at Manoa,-157.8171118,21.296939,1341,279000,4.81,hawaii
2063,University of Hawaii Maui College,-156.4781963,20.8906375,67,48956,1.37,hawaii
2064,University of Hawaii-West Oahu,-158.0560649,21.3551879,39,17673,2.21,hawaii
2065,University of Houston,-95.3422334,29.7199489,1112,514914,2.16,texas
2066,University of Houston-Clear Lake,-95.0990951,29.5806694,21,110700,0.19,texas
2067,University of Houston-Downtown,-95.359598,29.766005,90,170295,0.53,texas
2068,University of Houston-Victoria,-96.9769675,28.8163686,13,45354,0.29,texas
2069,University of Idaho,-117.0126084,46.7288124,179,170569,1.05,idaho
2070,University of Illinois at Chicago,-87.6580882,41.8748397,712,369423,1.93,illinois
2071,University of Illinois at Springfield,-89.617913,39.729574,116,62320,1.86,illinois
2072,University of Illinois at Urbana-Champaign,-88.2271615,40.1019523,1341,597435,2.24,illinois
2073,University of Indianapolis,-86.1347693,39.7096506,297,66277,4.48,indiana
2074,University of Iowa,-91.5548998,41.6626963,745,410325,1.82,iowa
2075,University of Jamestown,-98.697826,46.9142579,18,14449,1.25,north dakota
2076,University of Kansas,-95.2557961,38.9543439,1249,384836,3.25,kansas
2077,University of Kentucky,-84.5039697,38.0306511,1348,370234,3.64,kentucky
2078,University of La Verne,-117.77177,34.1004522,166,103267,1.61,california
2079,University of Louisiana at Lafayette,-92.0191693,30.215342,499,230844,2.16,louisiana
2080,University of Louisiana at Monroe,-92.073415,32.528282,289,121566,2.38,louisiana
2081,University of Louisville,-85.7572649,38.2120342,552,292015,1.89,kentucky
2082,University of Maine,-68.6667823,44.8999335,800,159372,5.02,maine
2083,University of Maine at Augusta,-69.7993345,44.3370555,15,73711,0.2,maine
2084,University of Maine at Farmington,-70.1473614,44.6663725,76,32311,2.35,maine
2085,University of Maine at Fort Kent,-68.5893022,47.2503932,26,15624,1.66,maine
2086,University of Maine at Machias,-67.4570216,44.7096669,48,14518,3.31,maine
2087,University of Maine at Presque Isle,-68.018649,46.6694136,85,20503,4.15,maine
2088,University of Mary,-100.7518172,46.723848,49,39599,1.24,north dakota
2089,University of Mary Hardin-Baylor,-97.4637293,31.0662328,154,40670,3.79,texas
2090,University of Mary Washington,-77.4742587,38.3021703,135,68631,1.97,virginia
2091,University of Maryland Eastern Shore,-75.6881771,38.2116345,631,57287,11.01,maryland
2092,University of Maryland-Baltimore,-76.6245825,39.2879915,68,83281,0.82,maryland
2093,University of Maryland-Baltimore County,-76.7111956,39.2551135,303,174910,1.73,maryland
2094,University of Maryland-College Park,-76.9425543,38.9869183,2634,507305,5.19,maryland
2095,University of Maryland-University College,-76.847599,38.91265,20,477099,0.04,maryland
2096,University of Massachusetts Medical School Worcester,-71.7610714,42.2772479,83,13992,5.93,massachusetts
2097,University of Massachusetts-Amherst,-72.5267121,42.3911569,1513,368672,4.1,massachusetts
2098,University of Massachusetts-Boston,-71.0376089,42.314455,200,196931,1.02,massachusetts
2099,University of Massachusetts-Dartmouth,-71.0061561,41.6292932,905,123038,7.36,massachusetts
2100,University of Massachusetts-Lowell,-71.3247292,42.6549033,507,187397,2.71,massachusetts
2101,University of Memphis,-89.9375983,35.1192359,850,293581,2.9,tennessee
2102,University of Miami,-80.2771253,25.7191685,909,219150,4.15,florida
2103,University of Michigan-Ann Arbor,-83.7382241,42.2780436,1552,574947,2.7,michigan
2104,University of Michigan-Dearborn,-83.2317025,42.3177305,91,119258,0.76,michigan
2105,University of Michigan-Flint,-83.6882749,43.0193051,163,101854,1.6,michigan
2106,University of Minnesota-Crookston,-96.6072394,47.7998548,25,34330,0.73,minnesota
2107,University of Minnesota-Duluth,-92.084549,46.817665,144,152935,0.94,minnesota
2108,University of Minnesota-Morris,-95.9027875,45.5898184,54,25450,2.12,minnesota
2109,University of Minnesota-Twin Cities,-93.2277285,44.97399,1811,709765,2.55,minnesota
2110,University of Mississippi,-89.538443,34.3647324,391,226546,1.73,mississippi
2111,University of Missouri-Columbia,-92.3277375,38.9403808,605,420333,1.44,missouri
2112,University of Missouri-Kansas City,-94.5762895,39.0335737,928,206163,4.5,missouri
2113,University of Missouri-St Louis,-90.3085589,38.7116737,380,208003,1.83,missouri
2114,University of Mobile,-88.12888,30.793249,71,22393,3.17,alabama
2115,University of Montevallo,-86.8664288,33.1076028,137,39353,3.48,alabama
2116,University of Mount Olive,-78.0711372,35.2082274,142,43347,3.28,north carolina
2117,University of Mount Union,-81.1127618,40.9041553,341,31638,10.78,ohio
2118,University of Nebraska at Kearney,-99.0946682,40.7005905,304,93172,3.26,nebraska
2119,University of Nebraska at Omaha,-96.0107049,41.2582497,127,186793,0.68,nebraska
2120,University of Nebraska Medical Center,-95.9778714,41.2551186,149,45084,3.3,nebraska
2121,University of Nebraska-Lincoln,-96.7004763,40.8201966,587,327391,1.79,nebraska
2122,University of Nevada-Las Vegas,-115.1423749,36.107043,1438,382497,3.76,nevada
2123,University of Nevada-Reno,-119.816397,39.5441917,479,236936,2.02,nevada
2124,University of New England,-70.3890932,43.458625,94,61261,1.53,maine
2125,University of New Hampshire at Manchester,-71.4686876,42.9871109,3,11339,0.26,new hampshire
2126,University of New Hampshire-Main Campus,-70.9370252,43.138948,452,210127,2.15,new hampshire
2127,University of New Hampshire-School of Law,-71.5451825,43.207412,23,6124,3.76,new hampshire
2128,University of New Haven,-72.9616437,41.2907035,284,74060,3.83,connecticut
2129,University of New Mexico-Main Campus,-106.6197812,35.0843187,1678,373968,4.49,new mexico
2130,University of New Orleans,-90.0665261,30.0282349,234,172797,1.35,louisiana
2131,University of North Alabama,-87.6800019,34.8073641,282,92504,3.05,alabama
2132,University of North Carolina at Asheville,-82.5672984,35.6167944,146,51279,2.85,north carolina
2133,University of North Carolina at Chapel Hill,-79.0469134,35.9049122,790,391438,2.02,north carolina
2134,University of North Carolina at Charlotte,-80.735164,35.3070929,1005,319736,3.14,north carolina
2135,University of North Carolina at Greensboro,-79.8098429,36.0674908,709,225363,3.15,north carolina
2136,University of North Carolina at Pembroke,-79.2010053,34.6904889,265,74160,3.57,north carolina
2137,University of North Carolina School of the Arts,-80.237011,36.076292,187,11121,16.82,north carolina
2138,University of North Carolina Wilmington,-77.8701266,34.22494,611,174510,3.5,north carolina
2139,University of North Dakota,-97.0768014,47.922891,308,188865,1.63,north dakota
2140,University of North Florida,-81.5072314,30.2661204,272,214931,1.27,florida
2816,University of North Georgia,-83.9844416,34.5278618,20,31519,0.63,georgia
2141,University of North Texas,-97.1525862,33.207488,647,477031,1.36,texas
2142,University of North Texas Health Science Center,-97.3688754,32.7500894,15,19449,0.77,texas
2143,University of Northern Colorado,-104.6960383,40.4055121,443,179889,2.46,colorado
2144,University of Northern Iowa,-92.4630394,42.5137704,260,181841,1.43,iowa
2145,University of Northwestern Ohio,-84.1478831,40.7590451,191,43438,4.4,ohio
2146,University of Northwestern-St Paul,-93.1687077,45.0354771,145,41306,3.51,minnesota
2147,University of Notre Dame,-86.2353388,41.7055716,861,163984,5.25,indiana
2148,University of Oklahoma-Health Sciences Center,-97.4955234,35.4817989,122,49433,2.47,oklahoma
2149,University of Oklahoma-Norman Campus,-97.4457137,35.2058936,721,372188,1.94,oklahoma
2150,University of Oregon,-123.0726055,44.0448302,870,304880,2.85,oregon
2151,University of Pennsylvania,-75.1932137,39.9522188,842,335776,2.51,pennsylvania
2838,University of Phoenix-Arizona,-111.9660244,33.4020704,1,195059,0.01,arizona
2840,University of Phoenix-California,-117.8845143,33.6849682,7,23257,0.3,california
2528,University of Phoenix-Connecticut,-73.4441765,41.0969447,1,492,2.03,connecticut
2842,University of Phoenix-Florida,-80.3422265,25.9866007,1,3707,0.27,florida
2843,University of Phoenix-Georgia,-84.3415462,33.9799868,1,2837,0.35,georgia
2152,University of Phoenix-Hawaii,-157.8635857,21.3080682,5,17646,0.28,hawaii
2154,University of Phoenix-Illinois,-88.042574,42.0576749,1,15213,0.07,illinois
2464,University of Phoenix-Indiana,-86.0594471,39.8993779,5,5203,0.96,indiana
2156,University of Phoenix-Massachusetts,-71.0325978,42.2274592,1,4733,0.21,massachusetts
2845,University of Phoenix-Michigan,-83.2426684,42.4822738,1,1361,0.73,michigan
2466,University of Phoenix-Minnesota,-93.4048065,44.9752072,5,3510,1.42,minnesota
2760,University of Phoenix-Mississippi,-90.104262,32.322446,1,259,3.86,mississippi
2157,University of Phoenix-New Mexico,-106.5802775,35.1971044,16,54565,0.29,new mexico
2158,University of Phoenix-Oregon,-122.7452296,45.4240882,1,19180,0.05,oregon
2529,University of Phoenix-South Carolina,-80.9551875,34.0997278,1,6012,0.17,south carolina
2851,University of Phoenix-Tennessee,-86.6905066,36.1445892,1,2485,0.4,tennessee
2852,University of Phoenix-Texas,-95.5851562,29.7834493,3,5254,0.57,texas
2159,University of Phoenix-Utah,-111.9044773,40.6538014,2,41971,0.05,utah
2162,University of Pikeville,-82.5207368,37.4791596,94,19746,4.76,kentucky
2163,University of Pittsburgh-Bradford,-78.6729991,41.9440303,70,20519,3.41,pennsylvania
2164,University of Pittsburgh-Greensburg,-79.5340848,40.2759433,44,24966,1.76,pennsylvania
2165,University of Pittsburgh-Johnstown,-78.8335379,40.2664152,117,42661,2.74,pennsylvania
2166,University of Pittsburgh-Pittsburgh Campus,-79.960835,40.4443533,673,387379,1.74,pennsylvania
2167,University of Portland,-122.7275712,45.5732046,170,50916,3.34,oregon
2168,University of Puget Sound,-122.4805604,47.2637821,281,39710,7.08,washington
2169,University of Redlands,-117.1632426,34.0630404,580,58896,9.85,california
2170,University of Rhode Island,-71.5308537,41.4860647,846,218104,3.88,rhode island
2171,University of Richmond,-77.5409744,37.5758681,469,61133,7.67,virginia
2172,University of Rio Grande,-82.3801907,38.8816719,137,31239,4.39,ohio
2173,University of Rochester,-77.6260033,43.1305531,895,132662,6.75,new york
2174,University of Saint Francis-Fort Wayne,-85.175484,41.08669,13,29218,0.44,indiana
2175,University of Saint Joseph,-72.7296199,41.7809657,95,29288,3.24,connecticut
2176,University of Saint Mary,-94.9065328,39.2774058,22,13912,1.58,kansas
2177,University of Saint Mary of the Lake,-88.0002616,42.2806779,10,3314,3.02,illinois
2178,University of San Diego,-117.1882064,32.771917,671,108710,6.17,california
2179,University of San Francisco,-122.450683,37.7766466,524,126362,4.15,california
2180,University of Science and Arts of Oklahoma,-97.9553357,35.0315041,67,17168,3.9,oklahoma
